camera_group,modality,regret_threshold,sample_retained_fraction,eligible_image_coverage,metric,estimate,lower,upper,experiment_count,evaluable_experiment_count
left_close,rgb_time,0.02,0.6568848758465011,0.4821484011176653,auroc,0.9869325848752895,0.9710854889247842,0.997565784658176,11,11
left_close,rgb_time,0.02,0.6568848758465011,0.4821484011176653,balanced_misclassification_regret,0.0021346382562474277,0.0003730216783151466,0.004426517172389974,11,11
left_close,rgb,0.05,0.23476297968397292,0.19621235641105247,balanced_accuracy,0.9285714285714286,0.8571428571428571,1.0,11,7
left_close,rgb,0.05,0.23476297968397292,0.19621235641105247,macro_f1,0.9264069264069265,0.8311688311688311,1.0,11,7
left_close,rgb,0.05,0.23476297968397292,0.19621235641105247,auroc,1.0,1.0,1.0,11,7
left_close,rgb,0.05,0.23476297968397292,0.19621235641105247,balanced_misclassification_regret,0.004018486033671545,0.0,0.008513355282842019,11,7
left_close,time,0.05,0.23476297968397292,0.19621235641105247,balanced_accuracy,0.9263392857142857,0.7834821428571429,1.0,11,7
left_close,time,0.05,0.23476297968397292,0.19621235641105247,macro_f1,0.9052154195011338,0.7337868480725624,1.0,11,7
left_close,time,0.05,0.23476297968397292,0.19621235641105247,auroc,1.0,1.0,1.0,11,7
left_close,time,0.05,0.23476297968397292,0.19621235641105247,balanced_misclassification_regret,0.003786574741719166,0.0,0.011121973369842547,11,7
left_close,rgb_time,0.05,0.23476297968397292,0.19621235641105247,balanced_accuracy,0.9285714285714286,0.8571428571428571,1.0,11,7
left_close,rgb_time,0.05,0.23476297968397292,0.19621235641105247,macro_f1,0.9264069264069265,0.8311688311688311,1.0,11,7
left_close,rgb_time,0.05,0.23476297968397292,0.19621235641105247,auroc,1.0,1.0,1.0,11,7
left_close,rgb_time,0.05,0.23476297968397292,0.19621235641105247,balanced_misclassification_regret,0.004018486033671545,0.0,0.008513355282842019,11,7
left_close,rgb,0.1,0.0981941309255079,0.08392838662941116,balanced_accuracy,0.875,0.75,1.0,8,2
left_close,rgb,0.1,0.0981941309255079,0.08392838662941116,macro_f1,0.8939393939393939,0.7878787878787878,1.0,8,2
left_close,rgb,0.1,0.0981941309255079,0.08392838662941116,auroc,1.0,1.0,1.0,8,2
left_close,rgb,0.1,0.0981941309255079,0.08392838662941116,balanced_misclassification_regret,0.014781251265450223,0.0,0.029562502530900446,8,2
left_close,time,0.1,0.0981941309255079,0.08392838662941116,balanced_accuracy,0.9375,0.875,1.0,8,2
left_close,time,0.1,0.0981941309255079,0.08392838662941116,macro_f1,0.9523809523809523,0.9047619047619047,1.0,8,2
left_close,time,0.1,0.0981941309255079,0.08392838662941116,auroc,1.0,1.0,1.0,8,2
