experiment_id,strategy,outcome,protocol,mae,event_count,mse,rmse,event_weighted_mae,macro_mae,improvement_vs_fixed_pct,improved_experiment_fraction,recommend_for_primary_cost
exp_20260731,component,cost,leave_one_experiment_out,0.232911669189818,6,,,,,,,
exp_20260731,partial_pool,cost,leave_one_event_out_within_experiment,0.2225511556034783,6,,,,,,,
exp_20260731,partial_pool,duration,leave_one_event_out_within_experiment,2.8018429515566132,6,,,,,,,
exp_20260803,mean,cost,leave_one_experiment_out,0.0975314099467272,6,,,,,,,
exp_20260803,mean,duration,leave_one_experiment_out,1.3138888888888884,6,,,,,,,
exp_20260803,mean,electricity,leave_one_experiment_out,0.0658671296296296,6,,,,,,,
exp_20260803,mean,thermal_shortfall,leave_one_experiment_out,0.0893066327571636,6,,,,,,,
exp_20260803,time,cost,leave_one_experiment_out,0.0970973991037309,6,,,,,,,
exp_20260803,time,duration,leave_one_experiment_out,1.3207623853706194,6,,,,,,,
exp_20260803,time,electricity,leave_one_experiment_out,0.0682329496891357,6,,,,,,,
exp_20260803,time,thermal_shortfall,leave_one_experiment_out,0.084714318449023,6,,,,,,,
exp_20260803,state,cost,leave_one_experiment_out,0.0975335271105935,6,,,,,,,
exp_20260803,state,duration,leave_one_experiment_out,1.3259676145394217,6,,,,,,,
exp_20260803,state,electricity,leave_one_experiment_out,0.0691551387863258,6,,,,,,,
exp_20260803,state,thermal_shortfall,leave_one_experiment_out,0.0980106152811088,6,,,,,,,
exp_20260803,dynamic,cost,leave_one_experiment_out,0.1428087960547542,6,,,,,,,
exp_20260803,dynamic,duration,leave_one_experiment_out,1.726905152726207,6,,,,,,,
exp_20260803,dynamic,electricity,leave_one_experiment_out,0.0842538636696028,6,,,,,,,
exp_20260803,dynamic,thermal_shortfall,leave_one_experiment_out,0.1372914134091952,6,,,,,,,
exp_20260803,nonlinear,cost,leave_one_experiment_out,0.1459874479940169,6,,,,,,,
exp_20260803,nonlinear,duration,leave_one_experiment_out,1.6943632316938224,6,,,,,,,
exp_20260803,nonlinear,electricity,leave_one_experiment_out,0.0743284443022652,6,,,,,,,
